customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date
120,70,114000,1117.626229,Male,North,37,Health,58.37402253,2022-11-27 00:00:00,2023-06-17 00:00:00
122,43,105500,202.3555333,Female,East,25,Toys,26.86750459,2022-06-09 00:00:00,2022-12-11 00:00:00
123,42,33100,1634.247136,Female,West,21,Clothing,12.12268693,2021-01-24 00:00:00,2023-08-23 00:00:00
124,77,84100,1790.92069,Female,West,38,Clothing,55.88323176,2021-11-21 00:00:00,2023-05-21 00:00:00
125,77,75800,1650.740713,Male,North,2,Toys,17.65012225,2021-02-03 00:00:00,2022-10-11 00:00:00
126,77,44900,1799.600022,Female,South,27,Toys,61.03617693,2021-09-04 00:00:00,2021-12-15 00:00:00
127,62,68700,1115.161703,Female,West,49,Health,26.35214425,2021-01-19 00:00:00,2022-04-08 00:00:00
128,58,64700,1628.27108,Female,East,32,Health,23.09630043,2021-01-30 00:00:00,2023-06-04 00:00:00
129,46,111600,780.404424,Female,North,21,Clothing,39.9180765,2021-02-18 00:00:00,2021-09-03 00:00:00
130,32,66500,1339.210366,Female,North,4,Health,59.31917576,2021-06-29 00:00:00,2023-03-09 00:00:00
131,62,40600,1977.894352,Female,South,44,Health,54.53176729,2022-01-05 00:00:00,2023-05-20 00:00:00
132,18,49800,466.9408932,Male,West,19,Clothing,24.47344772,2022-01-30 00:00:00,2023-12-27 00:00:00
133,42,77900,792.0014977,Female,West,2,Toys,89.11166745,2022-08-13 00:00:00,2023-12-10 00:00:00
134,24,23800,970.4938071,Male,North,26,Clothing,10.98819697,2022-05-11 00:00:00,2023-03-27 00:00:00
135,26,47100,293.2706643,Male,East,34,Electronics,3.946756307,2022-03-07 00:00:00,2022-05-30 00:00:00
136,41,87300,180.4564487,Female,West,14,Clothing,60.27062694,2021-07-26 00:00:00,2021-08-14 00:00:00
137,18,87000,1662.851275,Male,East,15,Electronics,12.34071681,2021-02-04 00:00:00,2022-08-01 00:00:00
141,28,104000,150.3072862,Male,North,19,Clothing,61.74565804,2021-11-06 00:00:00,2022-04-28 00:00:00
142,68,102000,1784.810049,Male,East,9,Health,57.48052249,2021-10-06 00:00:00,2023-03-19 00:00:00
143,34,71700,938.3522145,Female,West,7,Home & Garden,17.95392522,2021-06-01 00:00:00,2021-10-01 00:00:00
145,52,26000,963.3933171,Male,East,13,Electronics,34.25235074,2021-08-31 00:00:00,2023-11-09 00:00:00
146,52,29500,650.2421075,Male,South,27,Clothing,95.30743222,2021-01-10 00:00:00,2021-12-11 00:00:00
147,50,76500,988.2908351,Male,West,44,Clothing,24.23202314,2022-01-27 00:00:00,2023-01-05 00:00:00
148,76,49900,1721.921666,Male,South,35,Clothing,47.15163714,2021-02-17 00:00:00,2022-07-23 00:00:00
150,59,61400,1395.41447,Male,South,15,Home & Garden,78.91806524,2021-07-23 00:00:00,2022-10-07 00:00:00
151,56,85100,742.0479389,Male,East,46,Toys,96.45152393,2021-06-06 00:00:00,2021-12-04 00:00:00
152,75,42700,1482.241639,Female,East,9,Electronics,60.83302551,2021-01-26 00:00:00,2022-03-28 00:00:00
154,45,111400,256.7327555,Female,North,23,Health,82.66497755,2022-11-09 00:00:00,2022-12-18 00:00:00
155,24,69700,1153.832849,Male,West,36,Toys,29.14562714,2021-09-21 00:00:00,2022-09-23 00:00:00
156,26,102400,528.3521227,Male,South,40,Toys,16.47728019,2022-06-13 00:00:00,2023-02-04 00:00:00
158,29,83000,863.3566628,Male,East,34,Home & Garden,63.89556635,2022-04-15 00:00:00,2023-01-07 00:00:00
159,51,41800,1989.474647,Female,South,19,Health,87.89489026,2021-09-11 00:00:00,2022-10-22 00:00:00
163,40,54200,1539.647685,Male,East,49,Toys,66.4513433,2021-11-22 00:00:00,2023-07-27 00:00:00
165,41,100200,994.267889,Female,East,7,Toys,98.19287244,2021-04-28 00:00:00,2023-04-02 00:00:00
166,54,99600,1597.086869,Female,West,41,Home & Garden,37.46612995,2021-06-14 00:00:00,2023-11-19 00:00:00
170,39,87700,1056.655887,Male,North,15,Clothing,59.82018958,2022-01-09 00:00:00,2022-07-08 00:00:00
171,44,57900,578.8796914,Female,West,3,Electronics,38.98947642,2022-08-01 00:00:00,2023-07-22 00:00:00
175,54,30900,1310.763714,Female,North,8,Toys,69.3075113,2022-02-18 00:00:00,2022-04-12 00:00:00
176,64,55900,1668.186023,Male,West,5,Toys,1.432845545,2022-01-15 00:00:00,2022-10-15 00:00:00
177,31,46900,1951.436596,Female,West,4,Electronics,32.464739,2021-01-01 00:00:00,2022-09-10 00:00:00
178,20,83500,958.8453066,Male,North,14,Clothing,31.90440314,2021-06-16 00:00:00,2023-02-19 00:00:00
179,18,34000,152.0538852,Male,South,16,Toys,74.88352859,2021-01-16 00:00:00,2022-04-03 00:00:00
181,43,60400,605.4167778,Male,South,24,Clothing,63.33271324,2021-04-22 00:00:00,2022-10-25 00:00:00
182,72,109500,1866.438287,Female,South,6,Electronics,68.85244021,2022-01-03 00:00:00,2023-08-19 00:00:00
183,31,35400,1055.961849,Female,East,31,Toys,65.84255442,2021-04-12 00:00:00,2021-06-29 00:00:00
185,44,109900,810.3502531,Male,West,35,Electronics,41.36168493,2022-02-10 00:00:00,2022-06-11 00:00:00
188,32,32100,324.7606294,Female,North,3,Clothing,6.370310248,2022-11-02 00:00:00,2023-02-02 00:00:00
189,43,43800,1954.52272,Male,North,11,Toys,87.58198421,2021-02-09 00:00:00,2023-07-11 00:00:00
190,59,102700,1098.649009,Male,West,3,Health,82.5315143,2022-10-29 00:00:00,2023-11-11 00:00:00
191,77,29600,288.6628692,Male,East,28,Electronics,34.6384717,2022-07-02 00:00:00,2023-01-15 00:00:00
193,68,86600,167.7840935,Male,West,33,Health,93.22276982,2022-05-31 00:00:00,2022-09-29 00:00:00
194,49,43800,1817.316158,Female,East,48,Health,27.16367974,2022-05-12 00:00:00,2023-10-21 00:00:00
198,78,22100,687.8596162,Male,North,36,Home & Garden,88.39691294,2022-06-08 00:00:00,2023-06-25 00:00:00
201,47,112200,1470.129124,Male,South,12,Clothing,90.76392933,2021-11-15 00:00:00,2022-03-15 00:00:00
203,40,81700,1950.856352,Female,East,13,Home & Garden,69.58696802,2022-08-17 00:00:00,2022-12-22 00:00:00
204,56,53900,1669.744626,Male,West,24,Health,58.63840221,2021-01-14 00:00:00,2022-04-18 00:00:00
205,62,57900,619.9746638,Female,East,44,Health,63.29886142,2021-02-25 00:00:00,2023-10-04 00:00:00
206,32,35400,1933.764083,Female,South,32,Toys,80.3705424,2022-02-07 00:00:00,2022-09-25 00:00:00
207,60,79700,1263.676672,Female,West,16,Health,97.92330833,2021-12-08 00:00:00,2022-02-25 00:00:00
208,46,47800,1862.672103,Male,East,32,Clothing,79.5325354,2021-07-18 00:00:00,2023-08-14 00:00:00
209,53,88100,1358.687951,Female,East,45,Home & Garden,70.75368316,2022-11-09 00:00:00,2023-08-31 00:00:00
212,24,89200,1109.934119,Female,West,21,Home & Garden,73.59943674,2022-03-17 00:00:00,2023-02-16 00:00:00
213,76,36100,1584.229386,Female,North,47,Clothing,77.04321954,2021-03-19 00:00:00,2022-09-30 00:00:00
214,68,68900,649.6054517,Male,South,12,Health,23.10964782,2021-04-22 00:00:00,2022-06-24 00:00:00
215,39,43300,1167.867709,Male,North,21,Clothing,90.34436965,2022-06-19 00:00:00,2023-06-22 00:00:00
216,45,115300,704.3374873,Female,West,21,Health,9.728136835,2022-01-10 00:00:00,2022-02-25 00:00:00
217,19,26700,1635.223421,Male,East,43,Toys,25.36120557,2021-04-26 00:00:00,2022-04-29 00:00:00
218,59,113100,944.1216257,Male,West,6,Clothing,66.30234383,2021-05-22 00:00:00,2023-10-26 00:00:00
222,70,36100,1008.619833,Male,North,14,Electronics,38.79305377,2021-03-17 00:00:00,2023-02-13 00:00:00
224,45,83700,245.9971392,Male,East,1,Health,16.26061323,2021-04-10 00:00:00,2022-03-01 00:00:00
226,61,48800,1747.857043,Male,East,34,Electronics,22.26940117,2022-04-13 00:00:00,2022-11-26 00:00:00
228,37,26000,1971.894535,Male,South,3,Home & Garden,68.22006059,2021-10-19 00:00:00,2021-10-20 00:00:00
229,47,75600,20.36932578,Female,North,42,Clothing,44.07064424,2021-05-05 00:00:00,2022-12-18 00:00:00
230,79,98300,1235.679323,Female,West,6,Electronics,79.65909364,2022-06-03 00:00:00,2022-06-13 00:00:00
231,28,69900,1240.527791,Female,West,6,Health,86.14449346,2021-01-23 00:00:00,2022-04-25 00:00:00
232,75,62100,925.7372506,Female,West,20,Home & Garden,84.59888774,2021-06-11 00:00:00,2022-04-22 00:00:00
235,42,41900,841.6216634,Female,South,26,Health,65.01417346,2021-01-21 00:00:00,2021-11-13 00:00:00
236,56,57900,1466.375105,Female,East,31,Home & Garden,32.19830873,2022-04-09 00:00:00,2022-09-30 00:00:00
238,50,64000,411.3256568,Male,South,32,Health,49.56643823,2022-05-17 00:00:00,2022-11-21 00:00:00
241,44,101600,1060.011669,Male,South,6,Clothing,79.66836461,2022-07-07 00:00:00,2022-12-13 00:00:00
242,79,115000,240.1933197,Male,West,23,Health,19.20097765,2021-07-22 00:00:00,2022-07-17 00:00:00
243,74,25500,1738.975205,Female,West,28,Toys,28.75717489,2022-02-20 00:00:00,2022-03-15 00:00:00
244,69,48900,608.775832,Female,West,49,Toys,98.2838548,2022-10-02 00:00:00,2023-11-11 00:00:00
245,30,26300,341.8252152,Female,East,30,Toys,37.35485541,2021-05-22 00:00:00,2021-05-23 00:00:00
246,58,96300,1357.730193,Male,West,14,Home & Garden,78.37223574,2022-09-07 00:00:00,2023-05-18 00:00:00
247,20,54000,95.41087519,Male,South,37,Health,44.68154684,2021-04-17 00:00:00,2021-12-19 00:00:00
248,56,119200,1247.537758,Female,East,32,Clothing,86.40959241,2022-06-13 00:00:00,2023-10-14 00:00:00
250,25,70300,445.5347321,Male,North,34,Toys,2.291005989,2022-07-30 00:00:00,2023-05-27 00:00:00
251,44,104800,103.0888654,Male,West,41,Electronics,29.43898859,2022-11-19 00:00:00,2023-07-08 00:00:00
252,26,45100,740.0178107,Female,West,44,Home & Garden,55.79923149,2021-10-18 00:00:00,2023-12-18 00:00:00
253,79,47400,215.2165759,Female,East,22,Home & Garden,92.61740441,2021-11-07 00:00:00,2023-04-21 00:00:00
254,54,95100,250.6261424,Male,South,31,Health,10.20298946,2022-10-30 00:00:00,2023-05-28 00:00:00
256,68,53800,605.0264908,Male,East,41,Health,30.21767314,2021-02-22 00:00:00,2023-10-09 00:00:00
257,59,41700,1069.341275,Male,East,21,Electronics,88.9327782,2022-08-08 00:00:00,2023-03-25 00:00:00
258,61,95600,1363.215933,Female,South,16,Clothing,76.51696097,2021-07-02 00:00:00,2021-09-26 00:00:00
261,76,65300,360.7303443,Male,North,44,Toys,1.14979724,2021-01-13 00:00:00,2021-05-13 00:00:00
262,71,54100,1759.963115,Female,West,47,Electronics,62.11344507,2022-07-13 00:00:00,2023-07-17 00:00:00
264,49,50500,1742.476909,Female,North,48,Toys,31.47564929,2021-10-11 00:00:00,2022-11-16 00:00:00
265,41,104000,755.6620924,Male,East,32,Home & Garden,98.55022916,2022-07-19 00:00:00,2023-04-04 00:00:00
267,69,104100,1056.853564,Male,North,5,Toys,74.98392836,2021-01-08 00:00:00,2021-12-23 00:00:00
268,66,77500,651.8645098,Male,East,11,Electronics,17.74124173,2021-03-13 00:00:00,2021-07-23 00:00:00
269,79,34500,950.4324366,Female,East,15,Clothing,1.345525774,2021-04-08 00:00:00,2022-04-16 00:00:00
270,66,23500,1014.931936,Female,North,29,Electronics,41.75626194,2021-03-28 00:00:00,2022-04-09 00:00:00
271,75,115900,417.52653,Male,East,45,Health,66.56648349,2021-04-11 00:00:00,2022-05-12 00:00:00
272,69,28400,643.7205373,Male,South,4,Health,50.65986962,2021-10-08 00:00:00,2022-12-03 00:00:00
273,29,54900,1586.991306,Female,East,49,Electronics,89.04662576,2021-10-16 00:00:00,2023-04-17 00:00:00
278,66,118000,1363.412514,Female,East,46,Home & Garden,26.96478616,2022-01-03 00:00:00,2023-02-20 00:00:00
280,66,73100,1975.744087,Female,South,3,Clothing,79.33097732,2021-04-06 00:00:00,2022-10-28 00:00:00
281,73,110200,664.8559081,Female,South,32,Home & Garden,82.50914608,2021-09-18 00:00:00,2023-12-23 00:00:00
282,34,103900,800.3893726,Male,East,10,Electronics,3.329778357,2022-05-27 00:00:00,2023-12-17 00:00:00
283,76,104600,1214.601708,Male,North,40,Toys,35.86455984,2021-05-01 00:00:00,2022-08-23 00:00:00
284,66,43300,1607.334901,Female,North,38,Home & Garden,74.98764546,2022-01-01 00:00:00,2023-10-15 00:00:00
285,19,81400,949.6469574,Male,South,22,Home & Garden,94.63818475,2021-11-28 00:00:00,2022-09-12 00:00:00
286,19,103400,856.8589469,Male,North,14,Electronics,37.78182838,2021-02-21 00:00:00,2023-12-06 00:00:00
288,71,90600,40.77740946,Male,East,21,Clothing,39.37204065,2021-11-14 00:00:00,2022-12-30 00:00:00
289,40,102000,1792.229272,Male,North,48,Electronics,17.94946272,2022-11-06 00:00:00,2023-03-25 00:00:00
290,54,114800,315.2988354,Male,East,15,Health,0.344614378,2022-12-03 00:00:00,2022-12-09 00:00:00
292,50,28000,1243.504488,Female,South,1,Toys,37.84750507,2022-08-20 00:00:00,2023-02-04 00:00:00
293,18,42500,696.8576253,Male,East,24,Electronics,94.51175289,2021-07-13 00:00:00,2022-08-08 00:00:00
295,79,22100,45.5563114,Male,South,10,Toys,38.2230708,2021-01-21 00:00:00,2023-05-20 00:00:00
296,19,45300,468.8474911,Male,East,46,Clothing,2.515412982,2022-02-03 00:00:00,2023-12-18 00:00:00
298,61,39800,716.0536749,Male,North,42,Home & Garden,91.51412363,2021-07-21 00:00:00,2023-03-14 00:00:00
299,43,49400,1228.547441,Female,West,31,Clothing,23.78206473,2022-04-11 00:00:00,2022-05-25 00:00:00
300,49,35100,67.73818295,Male,West,11,Electronics,42.89951106,2021-05-31 00:00:00,2022-03-06 00:00:00
301,23,76700,250.5886824,Male,East,16,Home & Garden,12.21126214,2021-06-08 00:00:00,2022-08-01 00:00:00
302,49,25200,271.6505556,Female,West,9,Toys,45.68354303,2021-11-06 00:00:00,2023-07-29 00:00:00
303,72,114900,394.7816189,Male,East,47,Clothing,13.33424636,2022-05-19 00:00:00,2023-11-16 00:00:00
304,21,22900,929.4762528,Male,South,14,Health,52.33484944,2021-01-26 00:00:00,2022-08-12 00:00:00
306,28,63700,1812.966899,Male,East,31,Clothing,55.33427748,2021-09-20 00:00:00,2022-01-07 00:00:00
307,73,62900,1674.03761,Female,East,9,Home & Garden,24.52195784,2022-04-17 00:00:00,2023-07-17 00:00:00
308,76,33500,409.8379861,Male,West,36,Toys,35.37959855,2021-06-16 00:00:00,2023-11-26 00:00:00
309,34,37100,893.4780934,Female,East,39,Toys,63.85727377,2021-06-03 00:00:00,2023-11-09 00:00:00
312,22,27800,1017.023023,Female,South,24,Home & Garden,84.49494736,2022-02-17 00:00:00,2023-10-12 00:00:00
314,51,87200,451.9851726,Female,South,19,Health,16.23692245,2021-07-03 00:00:00,2023-09-01 00:00:00
316,39,82500,942.9102595,Female,South,48,Health,96.55517746,2021-07-13 00:00:00,2022-08-02 00:00:00
317,28,65700,901.8653214,Male,North,30,Electronics,28.15351112,2021-01-02 00:00:00,2023-10-19 00:00:00
318,65,43300,48.84296641,Male,North,22,Home & Garden,90.85935879,2021-08-03 00:00:00,2022-10-01 00:00:00
320,50,21500,1735.259023,Male,North,44,Home & Garden,38.59214305,2022-08-10 00:00:00,2023-04-13 00:00:00
322,77,57500,841.9473803,Male,South,4,Clothing,0.988328778,2022-04-28 00:00:00,2022-09-15 00:00:00
323,76,112600,48.37519362,Male,West,37,Toys,33.80895216,2022-07-15 00:00:00,2023-04-01 00:00:00
324,23,29600,967.1042537,Female,North,8,Toys,30.26457122,2021-02-01 00:00:00,2023-04-20 00:00:00
326,46,20200,1642.826915,Male,North,28,Clothing,52.9123539,2021-01-15 00:00:00,2021-10-04 00:00:00
329,77,94000,581.0608564,Female,North,36,Electronics,59.05098088,2021-01-17 00:00:00,2023-01-27 00:00:00
331,53,70100,1095.136303,Female,East,5,Home & Garden,24.62047685,2021-03-22 00:00:00,2023-09-26 00:00:00
332,36,52600,760.1400556,Male,North,24,Clothing,29.36121651,2022-10-18 00:00:00,2022-12-23 00:00:00
333,43,113600,1258.15332,Male,West,47,Toys,60.79089476,2022-03-12 00:00:00,2023-04-11 00:00:00
334,20,29900,44.4352712,Male,North,18,Home & Garden,37.3254959,2021-01-08 00:00:00,2021-08-13 00:00:00
336,37,53000,1489.741206,Male,East,28,Home & Garden,65.04382638,2021-10-14 00:00:00,2023-11-27 00:00:00
341,50,79100,1905.782306,Male,South,22,Electronics,94.96941809,2021-03-24 00:00:00,2022-12-18 00:00:00
346,18,70100,34.52161866,Female,East,6,Electronics,24.64342808,2021-11-21 00:00:00,2022-11-04 00:00:00
347,28,35900,71.10259787,Male,South,27,Clothing,6.395789682,2022-02-23 00:00:00,2023-10-10 00:00:00
348,45,67300,1115.515466,Male,East,25,Home & Garden,53.72034866,2021-02-20 00:00:00,2023-01-18 00:00:00
349,74,37100,1050.48982,Female,West,29,Health,84.5899646,2021-01-27 00:00:00,2021-09-30 00:00:00
351,67,117800,419.646834,Female,North,16,Clothing,78.30674702,2022-06-29 00:00:00,2022-09-18 00:00:00
352,40,116900,531.0457797,Male,South,12,Electronics,83.63960073,2021-03-03 00:00:00,2022-10-26 00:00:00
353,48,34300,244.8104718,Male,North,20,Clothing,45.44035588,2022-10-19 00:00:00,2023-11-16 00:00:00
354,47,28000,1836.735159,Male,North,18,Clothing,59.09550659,2021-06-20 00:00:00,2022-11-11 00:00:00
355,59,68400,1560.066264,Female,West,34,Home & Garden,53.39122985,2021-10-13 00:00:00,2022-06-28 00:00:00
356,52,86800,1648.231441,Female,East,23,Electronics,93.91958616,2021-04-27 00:00:00,2023-01-03 00:00:00
357,24,97500,1807.4723,Female,North,45,Electronics,72.55056851,2021-01-04 00:00:00,2021-04-01 00:00:00
358,77,85500,1059.301974,Male,West,27,Clothing,92.53428108,2021-03-07 00:00:00,2022-04-21 00:00:00
359,33,70700,913.3625191,Male,West,49,Home & Garden,22.00099781,2021-03-01 00:00:00,2022-12-27 00:00:00
360,43,97500,674.1751179,Female,South,17,Toys,31.02368518,2022-05-17 00:00:00,2022-06-18 00:00:00
361,65,22600,1186.644936,Female,West,48,Health,7.091347318,2021-08-17 00:00:00,2022-11-29 00:00:00
362,74,42700,919.4712256,Male,South,21,Electronics,49.99079567,2021-04-10 00:00:00,2023-05-30 00:00:00
364,77,40700,1875.11717,Male,South,31,Home & Garden,32.68466971,2021-03-10 00:00:00,2022-08-15 00:00:00
365,66,38800,1968.382398,Male,West,3,Clothing,12.82821069,2022-10-26 00:00:00,2023-04-21 00:00:00
367,18,54600,1518.381019,Male,East,26,Electronics,44.75002725,2021-08-11 00:00:00,2021-11-26 00:00:00
370,29,38400,137.0295253,Male,East,28,Electronics,81.99798081,2021-07-30 00:00:00,2021-12-07 00:00:00
376,26,102000,586.0830569,Female,North,29,Home & Garden,92.04410365,2021-03-04 00:00:00,2022-11-22 00:00:00
377,58,26600,1351.331829,Male,West,23,Toys,64.36327976,2022-01-27 00:00:00,2023-10-07 00:00:00
380,65,27400,675.6700485,Male,South,10,Toys,14.97255641,2021-02-22 00:00:00,2021-08-13 00:00:00
